item_canonical,canonical_norm,item_id_propose,label_fr_propose,item_code,taxo_l1,taxo_l3,score,confiance,nb_lignes,prix_moyen,annees,valider_oui_non
Câble de distribution U1000R 02 V 5x16mm2,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,1,12400.0,2026-2026,OUI
Câble de distribution U1000R 02 V 5x25mm2,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,1,16000.0,2026-2026,OUI
Câble de distribution U1000R 02 V 5x6mm2,câble distribution,cable_distribution_u1000r_02_v,Câble de distribution U1000R 02 V,LG-202603-000226,Electricite,Cable,1.0,AUTO,1,12400.0,2026-2026,OUI
"Cable RF connexial souple RG 11 
(Rouleau de 100m)",cable connexial souple,cable_rf_connexial_souple_rg_11_rouleau_100m,Cable RF connexial souple RG 11(Rouleau de 100m),LG-202603-000248,Electricite,Cable,1.0,AUTO,1,130000.0,2024-2024,OUI
Cable RF connexial souple RG 11 (Rouleau de 100m),cable connexial souple,cable_rf_connexial_souple_rg_11_rouleau_100m,Cable RF connexial souple RG 11(Rouleau de 100m),LG-202603-000248,Electricite,Cable,1.0,AUTO,1,46000.0,2026-2026,OUI
Carbone à main (a precisé la couleur b),carbone main,"carbone_main_precise_couleur_bleu_,_noire","Carbone à main (a precisé la couleur bleu , noire)",LG-202603-000319,Divers,Couleur,1.0,AUTO,1,5000.0,2023-2023,OUI
Carbone à main (a precisé la couleur bl,carbone main precisé couleur,carbone_main_precise_couleur,Carbone à main (a precisé la couleur,LG-202603-000318,Divers,Couleur,1.0,AUTO,1,4000.0,2023-2023,OUI
Carton de 20,carton,carton_12,Carton de 12,LG-202603-000342,Fournitures bureau,Carton,1.0,AUTO,1,25000.0,2026-2026,OUI
Carton de 4,carton,carton_12,Carton de 12,LG-202603-000342,Fournitures bureau,Carton,1.0,AUTO,1,22000.0,2026-2026,OUI
Chevillères (hand‑ball),chevillères,chevilleres_hand-ball,Chevillères (hand-ball),LG-202603-000377,Sport,Chevillere,1.0,AUTO,1,9000.0,2023-2023,OUI
Confection de tenue Homme (Frais de couture costume),confection tenue homme,confection_tenue_homme_frais_couture_costume,"Confection de tenue Homme (Frais de 
couture costume)",LG-202603-000454,Textile,Confection,1.0,AUTO,1,30000.0,2023-2023,OUI
Coudière (hand-ball) XS -18 cm,coudière,coudiere_hand-ball,Coudière (hand-ball),LG-202603-000495,Sport,Coudière,1.0,AUTO,1,12500.0,2024-2024,OUI
Décoration de la Salle de réunion(dimension de reference de la salle voir CICB),décoration salle réunion,decoration_salle_reunion_dimension_reference_salle_voir_cicb,Décoration de la Salle de réunion (dimension de reference de la salle voir CICB),LG-202603-000545,Mobilier,Decoration,1.0,AUTO,1,250000.0,2026-2026,OUI
Décoration de la Salle de réunion(dimension de reference de la salle voirCICB),décoration salle réunion,decoration_salle_reunion_dimension_reference_salle_voir_cicb,Décoration de la Salle de réunion (dimension de reference de la salle voir CICB),LG-202603-000545,Mobilier,Decoration,1.0,AUTO,1,150000.0,2026-2026,OUI
Engrais NPK ( 15-15-15) (complexe cereale),engrais npk,engrais_npk_15-15-15_complexe_cereale_50kg,Engrais NPK ( 15-15-15) (complexe cereale) 50KG,LG-202603-000620,Agriculture,Engrais,1.0,AUTO,1,28750.0,2024-2024,OUI
Engrais NPK ( 15‑15‑15) (complexe cereale),engrais npk,engrais_npk_15-15-15_complexe_cereale_50kg,Engrais NPK ( 15-15-15) (complexe cereale) 50KG,LG-202603-000620,Agriculture,Engrais,1.0,AUTO,1,32500.0,2024-2024,OUI
"Engrais NPK ( 15-15-15) (complexe 
cereale) 50KG",engrais npk,engrais_npk_15-15-15_complexe_cereale_50kg,Engrais NPK ( 15-15-15) (complexe cereale) 50KG,LG-202603-000620,Agriculture,Engrais,1.0,AUTO,1,34571.0,2023-2023,OUI
Enveloppe blanches pf 22 x11 blanche,enveloppe blanches blanche,enveloppe_blanches_mf50,Enveloppe blanches mf50,LG-202603-000640,Fournitures bureau,Enveloppe,1.0,AUTO,1,8750.0,2026-2026,OUI
"Enveloppe format moyen11/10,5",enveloppe format moyen,enveloppe_format_moyen_11_10.5,"Enveloppe format moyen 11/10,5",LG-202603-000647,Fournitures bureau,Enveloppe,1.0,AUTO,1,9750.0,2026-2026,OUI
Enveloppe pochette 36*36 (Paquet),enveloppe pochette,enveloppe_pochette_31*41,Enveloppe pochette 31*41,LG-202603-000652,Fournitures bureau,Enveloppe,1.0,AUTO,1,7500.0,2024-2024,OUI
**Fer à beton**,fer beton,fer_beton,Fer à beton,LG-202603-000661,Construction,Beton,1.0,AUTO,1,1750.0,2026-2026,OUI
"Feutre pour transparent mine fine(lavable perm,)",feutre transparent mine fine,"feutre_transparent_mine_fine_lavable_perm,","Feutre pour transparent mine fine 
(lavable perm,)",LG-202603-000691,Fournitures bureau,Feutre,1.0,AUTO,1,5000.0,2023-2023,OUI
Fils à coudre couleur differentes :,fils coudre couleur differentes,"fils_coudre_couleur_differentes_ecru,_blanc,noir,bleu_turquoise,bleu_fonce,vert,violet,orange,rose,rouge,jaune_or,marron","Fils à coudre couleur differentes : ( Ecru, Blanc,Noir,Bleu Turquoise,Bleu Foncé,Vert,Violet,Orange,Rose,Rouge,jaune Or,Marron)",LG-202603-000710,Textile,Fil,1.0,AUTO,1,2000.0,2024-2024,OUI
Fromage Elle vire,fromage elle vire,fromage_elle_vire,Fromage Elle et vire,LG-202603-000722,Alimentation,Fromage,1.0,AUTO,1,9600.0,2024-2024,OUI
"Gants de soudeur à poignets/paire, 
oxycopeur, mance de croûte 150mm, 
antichaleur conforme à la norme EN 
420/EN 12477",gants soudeur poignets paire oxycopeur mance croûte antichaleur conforme norme,"gants_soudeur_poignets_paire,_oxycopeur,_mance_croute_150mm,_antichaleur_conforme_norme_420_12477","Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur 
conforme à la norme EN 420/EN 12477",LG-202603-000767,Construction,Soudure,1.0,AUTO,1,13167.0,2023-2023,OUI
"Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur conforme 
à la norme EN 420/EN 12477",gants soudeur poignets paire oxycopeur mance croûte antichaleur conforme norme,"gants_soudeur_poignets_paire,_oxycopeur,_mance_croute_150mm,_antichaleur_conforme_norme_420_12477","Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur 
conforme à la norme EN 420/EN 12477",LG-202603-000767,Construction,Soudure,1.0,AUTO,1,7750.0,2024-2024,OUI
"Gants de soudeur à poignets/paire, oxycopeur, mance de croûte 150mm, antichaleur conforme à la norme EN 420/EN 12477",gants soudeur poignets paire oxycopeur mance croûte antichaleur conforme norme,"gants_soudeur_poignets_paire,_oxycopeur,_mance_croute_150mm,_antichaleur_conforme_norme_420_12477","Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur 
conforme à la norme EN 420/EN 12477",LG-202603-000767,Construction,Soudure,1.0,AUTO,1,12000.0,2023-2023,OUI
"Gants de soudeur à poignets/paire, oxycopeur, mance de croûte 150mm, antichaleur conforme à la norme EN 420/EN 12477 PF",gants soudeur poignets paire oxycopeur mance croûte antichaleur conforme norme,"gants_soudeur_poignets_paire,_oxycopeur,_mance_croute_150mm,_antichaleur_conforme_norme_420_12477","Gants de soudeur à poignets/paire, oxycopeur, 
mance de croûte 150mm, antichaleur 
conforme à la norme EN 420/EN 12477",LG-202603-000767,Construction,Soudure,1.0,AUTO,1,7000.0,2026-2026,OUI
"Gants de soudeur à trois doigts/paire pour 
soudure ARC/MAG, conforme à la 
norme en 420/EN 12477",gants soudeur trois doigts paire soudure arc mag conforme norme,"gants_soudeur_trois_doigts_paire_soudure_arc_mag,_conforme_norme_420_12477","Gants de soudeur à trois doigts/paire pour 
soudure ARC/MAG, conforme à la norme en 
420/EN 12477",LG-202603-000773,Construction,Soudure,1.0,AUTO,1,5500.0,2023-2023,OUI
"Gants de soudeur à trois doigts/paire pour soudure ARC/MAG, conforme à la norme en 420/EN 12477",gants soudeur trois doigts paire soudure arc mag conforme norme,"gants_soudeur_trois_doigts_paire_soudure_arc_mag,_conforme_norme_420_12477","Gants de soudeur à trois doigts/paire pour 
soudure ARC/MAG, conforme à la norme en 
420/EN 12477",LG-202603-000773,Construction,Soudure,1.0,AUTO,1,7300.0,2023-2023,OUI
"Gravier de carrière(concassé 
15/25:5/15)",gravier carrière,gravier_carriere_concasse_15_25_5_15,Gravier de carrière(concassé 15/25:5/15),LG-202603-000797,Construction,Gravier,1.0,AUTO,1,80000.0,2023-2023,OUI
"Interrupteur aérien i ACM 100 A commande 
Mécanique",interrupteur aérien acm commande mécanique,interrupteur_aerien_i_acm_100_commande_mecanique,Interrupteur aérien i ACM 100 A commande Mécanique,LG-202603-000856,Electricite,Interrupteur,1.0,AUTO,1,11000.0,2024-2024,OUI
jeu de cord basse,jeu cord basse,jeu_cord_basse,Jeu de cord basse,LG-202603-000867,,,1.0,AUTO,1,3250.0,2024-2024,OUI
jeu de corde,jeu corde,jeu_corde,Jeu de corde,LG-202603-000868,,,1.0,AUTO,1,7750.0,2024-2024,OUI
"Journal Challenger (10% dereduction de 0 à100 journaux,15% de reduction de 100 à200, 200 et plus 20% dereduction,)",journal challenger,"abonnement_journal_challenger_10%_reduction_0_a100_journaux,_15%_reduction_100_200,_200_plus_20%_reduction,","Abonnement au journal Challenger(10% de reduction de 0 à100 journaux, 15% de reduction de 100 à 200, 200 et plus 20% de reduction,)",LG-202603-000006,Presse et abonnements,Journal,1.0,AUTO,1,30250.0,2026-2026,OUI
Laine protège ‑ nez,laine protège nez,laine_protege_-_nez,Laine protège - nez,LG-202603-000909,Textile,Laine,1.0,AUTO,1,6250.0,2023-2023,OUI
"Lait Mixwell 10kg
Moutarde de Dijon étiquette rouge 1000",lait mixwell moutarde dijon étiquette rouge,lait_mixwell_25kg_moutarde_dijon_etiquette_rouge_1000,"Lait Mixwell 25kg
Moutarde de Dijon étiquette rouge 1000",LG-202603-000942,Alimentation,Lait,1.0,AUTO,1,37000.0,2023-2023,OUI
Livre journal (CARNET ),livre journal,livre_journal_carnet,Livre Journal (Carnet),LG-202603-000975,Presse et abonnements,Journal,1.0,AUTO,1,10500.0,2024-2024,OUI
Marteau pied biche (marteau d'emballeur) diam ; 32,marteau pied biche diam,marteau_pied_biche_marteau_emballeur_diam,Marteau pied biche (marteau d'emballeur) diam,LG-202603-001001,,,1.0,AUTO,1,2500.0,2023-2023,OUI
Moutarde de Dijon étiquette rouge 370 grammes,moutarde dijon étiquette rouge grammes,moutarde_dijon_etiquette_rouge_370_grammes,Moutarde de Dijon étiquette rouge 370 grammes,LG-202603-001040,Fournitures bureau,Etiquette,1.0,AUTO,1,9200.0,2026-2026,OUI
"Moutarde de Dijon étiquette rouge 370 
grammes",moutarde dijon étiquette rouge grammes,moutarde_dijon_etiquette_rouge_370_grammes,Moutarde de Dijon étiquette rouge 370 grammes,LG-202603-001040,Fournitures bureau,Etiquette,1.0,AUTO,1,10333.0,2024-2024,OUI
"Papier des Imprimés des entêtes 
directeur",papier imprimés entêtes directeur,papier_imprimes_entetes_directeur,Papier des Imprimés des entêtes directeur,LG-202603-001072,Fournitures bureau,Papier,1.0,AUTO,1,20000.0,2024-2024,OUI
"Papier des Imprimés des entêtes 
ministres",papier imprimés entêtes ministres,papier_imprimes_entetes_ministres,Papier des Imprimés des entêtes ministres,LG-202603-001073,Fournitures bureau,Papier,1.0,AUTO,1,21667.0,2024-2024,OUI
Paquet fil TH rouleau de 100m Câble Diallo,paquet fil rouleau câble diallo,paquet_fil_th_rouleau_100m_cable_diallo_1.5-2.5,"Paquet fil TH rouleau de 100m Câble Diallo 1,5-2,5",LG-202603-001096,Electricite,Cable,1.0,AUTO,1,25000.0,2023-2023,OUI
"Paquet fil TH rouleau de 100m Câble 
Diallo 1,5-2,5",paquet fil rouleau câble diallo,paquet_fil_th_rouleau_100m_cable_diallo_1.5-2.5,"Paquet fil TH rouleau de 100m Câble Diallo 1,5-2,5",LG-202603-001096,Electricite,Cable,1.0,AUTO,1,25000.0,2023-2023,OUI
paquet hanche,paquet hanche,paquet_hanche,Paquet hanche,LG-202603-001099,,,1.0,AUTO,1,5500.0,2024-2024,OUI
"Paumelles de meuble en bois ( gauche 
et droite)",paumelles meuble bois,paumelles_meuble_bois_gauche_droite,Paumelles de meuble en bois ( gauche et droite),LG-202603-001105,Construction,Bois,1.0,AUTO,1,2000.0,2023-2023,OUI
PaxalumIn en rouleau (étancheïté) Epaisseur 30,paxalumin rouleau epaisseur,paxalumin_rouleau_etancheite_epaisseur_30mm,PaxalumIn en rouleau (étancheïté) Epaisseur 30 mm,LG-202603-001109,Plastiques et emballages,Rouleau,1.0,AUTO,1,40000.0,2023-2023,OUI
"PaxalumIn en rouleau (étancheïté) Epaisseur 
30 mm",paxalumin rouleau epaisseur,paxalumin_rouleau_etancheite_epaisseur_30mm,PaxalumIn en rouleau (étancheïté) Epaisseur 30 mm,LG-202603-001109,Plastiques et emballages,Rouleau,1.0,AUTO,1,38125.0,2024-2024,OUI
**Peinture**,peinture,peinture,PEINTURE,LG-202603-001111,Construction,Peinture,1.0,AUTO,1,2625.0,2026-2026,OUI
"Peinture à l'huile boîte de 3 kgs 
(Saapec)",peinture huile boîte kgs,peinture_l_huile_boite_3_kgs_saapec,Peinture à l'huile boîte de 3 kgs (Saapec),LG-202603-001114,Alimentation,Huile,1.0,AUTO,1,6667.0,2023-2023,OUI
"Peinture à l'huile boîte de 3 kgs 
(Sadolac)",peinture huile boîte kgs,peinture_l_huile_boite_3_kgs_saapec,Peinture à l'huile boîte de 3 kgs (Saapec),LG-202603-001114,Alimentation,Huile,1.0,AUTO,1,7000.0,2023-2023,OUI
Post‑it MF,post,post-it_mf,Post-it MF,LG-202603-001190,,,1.0,AUTO,1,500.0,2023-2023,OUI
Processeur : Intel Core i7_9700,processeur intel core,**processeur_intel_core_i3**,**Processeur : INTEL Core i3**,LG-202603-000001,Informatique,Processeur,1.0,AUTO,1,650000.0,2023-2023,OUI
Rouleau de conducteur HO 7VK5 de,rouleau conducteur,rouleau_conducteur_ho_7vk5_16_10,Rouleau de conducteur HO 7VK5 de 16/10,LG-202603-001246,Plastiques et emballages,Rouleau,1.0,AUTO,1,21500.0,2023-2023,OUI
Scoch transparent (Carton de 72pièces ),scoch transparent,scoch_transparent,Scoch transparent,LG-202603-001275,,,1.0,AUTO,1,30500.0,2023-2023,OUI
Sous‑chemise,sous chemise,chemise_sous-chemise,Chemise de sous-chemise,LG-202603-000371,Textile,Chemise,1.0,AUTO,1,8000.0,2023-2023,OUI
Tissu lourd rouleau de 100 mètres en,tissu lourd rouleau mètres,tissu_lourd_rouleau_100_metres,Tissu lourd rouleau de 100 mètres,LG-202603-001381,Textile,Tissu,1.0,AUTO,1,316667.0,2023-2023,OUI
"Tissu lourd rouleau de 200 mètres 
polyester",tissu lourd rouleau mètres polyester,tissu_lourd_rouleau_100_metres_polyester,"Tissu lourd rouleau de 100 mètres en 
polyester",LG-202603-001382,Textile,Tissu,1.0,AUTO,1,800000.0,2023-2023,OUI
"Tube en cuivre reduit diamètre 12 (Rouleau de 
15 m)",tube cuivre reduit diamètre,tube_cuivre_reduit_diametre_12_rouleau_15_m,Tube en cuivre reduit diamètre 12 (Rouleau de 15 m),LG-202603-001428,Construction,Cuivre,1.0,AUTO,1,55000.0,2024-2024,OUI
"Tube en cuivre reduit diamètre 14 
(Rouleau de 15 m)",tube cuivre reduit diamètre,tube_cuivre_reduit_diametre_12_rouleau_15_m,Tube en cuivre reduit diamètre 12 (Rouleau de 15 m),LG-202603-001428,Construction,Cuivre,1.0,AUTO,1,38700.0,2023-2023,OUI
"Tube en cuivre reduit diamètre 14 (Rouleau de 15 
m)",tube cuivre reduit diamètre,tube_cuivre_reduit_diametre_12_rouleau_15_m,Tube en cuivre reduit diamètre 12 (Rouleau de 15 m),LG-202603-001428,Construction,Cuivre,1.0,AUTO,1,24667.0,2023-2023,OUI
Vidange de fosse septique vehicule 14000Litres,vidange fosse septique vehicule litres,vidange_fosse_septique_vehicule_14000_litres,Vidange de fosse septique vehicule 14000 Litres,LG-202603-001450,Transport et vehicules,Vidange,1.0,AUTO,1,20000.0,2023-2023,OUI
Vidange de fosse septique vehicule 18000Litres,vidange fosse septique vehicule litres,vidange_fosse_septique_vehicule_14000_litres,Vidange de fosse septique vehicule 14000 Litres,LG-202603-001450,Transport et vehicules,Vidange,1.0,AUTO,1,27500.0,2023-2023,OUI
Vidange de fosse septique vehicule 19000Litres,vidange fosse septique vehicule litres,vidange_fosse_septique_vehicule_14000_litres,Vidange de fosse septique vehicule 14000 Litres,LG-202603-001450,Transport et vehicules,Vidange,1.0,AUTO,1,30667.0,2023-2023,OUI
Vis à tête ronde M6x60 ( paquets) de 100pièces,vis tête ronde pièces,vis_tete_ronde_m6x60_paquets_100_pieces,Vis à tête ronde M6x60 ( paquets) de 100 pièces,LG-202603-001471,,,1.0,AUTO,1,8500.0,2026-2026,OUI
Vitre anti‑solaire 8mm,vitre anti solaire,vitre_anti-solaire_4mm,Vitre anti-solaire 4mm,LG-202603-001472,Construction,Vitre,1.0,AUTO,1,30000.0,2023-2023,OUI
"Gants de soudeur à trois doigts/paire poursoudure ARC/MAG, conforme à la norme en420/EN 12477 GF",gants soudeur trois doigts paire poursoudure arc mag conforme norme,"gants_soudeur_trois_doigts_paire_soudure_arc_mag,_conforme_norme_420_12477","Gants de soudeur à trois doigts/paire pour 
soudure ARC/MAG, conforme à la norme en 
420/EN 12477",LG-202603-000773,Construction,Soudure,0.961,AUTO,1,15000.0,2026-2026,OUI
"Gants de soudeur à trois doigts/paire poursoudure ARC/MAG, conforme à la norme en420/EN 12477 PF",gants soudeur trois doigts paire poursoudure arc mag conforme norme,"gants_soudeur_trois_doigts_paire_soudure_arc_mag,_conforme_norme_420_12477","Gants de soudeur à trois doigts/paire pour 
soudure ARC/MAG, conforme à la norme en 
420/EN 12477",LG-202603-000773,Construction,Soudure,0.961,AUTO,1,9000.0,2026-2026,OUI
Fermeture éclair,fermeture éclair,fermeture_eclaire,Fermeture éclaire,LG-202603-000676,,,0.944,AUTO,1,88.0,2024-2024,OUI
Correcteur Blanc avec diluantblanc Retype,correcteur blanc diluantblanc retype,correcteur_blanc_diluant_blanc_retype,"Correcteur Blanc avec diluant blanc 
Retype",LG-202603-000490,Construction,Diluant,0.938,AUTO,1,875.0,2026-2026,OUI
Cartouche d'encre -imprimante Hp 176,cartouche encre imprimante,cartouche_encre_imprimantes,Cartouche d'encre Pour Imprimantes,LG-202603-000346,Fournitures bureau,Encre,0.926,AUTO,1,72500.0,2023-2023,OUI
Décoration et l'Aménagement StandPays,décoration aménagement standpays,decoration_l_amenagement_stand_pays,Décoration et l'Aménagement Stand Pays,LG-202603-000544,Mobilier,Decoration,0.917,AUTO,1,85000.0,2026-2026,OUI
Fiche de Matériel enApprovisionnement,fiche matériel enapprovisionnement,fiche_materiel_approvisionnement,Fiche de Matériel en Approvisionnement,LG-202603-000697,,,0.917,AUTO,1,7250.0,2026-2026,OUI
Abonnement au magazine JeuneAfrique,magazine jeuneafrique,abonnement_magazine_jeune_afrique,Abonnement au magazine Jeune Afrique,LG-202603-000016,Presse et abonnements,Magazine,0.909,AUTO,1,4500.0,2023-2023,OUI
Papier des Imprimés desentêtes directeur,papier imprimés desentêtes directeur,papier_imprimes_entetes_directeur,Papier des Imprimés des entêtes directeur,LG-202603-001072,Fournitures bureau,Papier,0.909,AUTO,1,25250.0,2026-2026,OUI
Correcteur Blanc avec diluantrouge,correcteur blanc diluantrouge,correcteur_blanc_diluant_rouge,Correcteur Blanc avec diluant rouge,LG-202603-000492,Construction,Diluant,0.906,AUTO,1,1250.0,2026-2026,OUI
Bloc éphéméride (recharge) àpreciser,bloc éphéméride àpreciser,bloc_ephemeride_recharge_preciser,Bloc éphéméride (recharge) à preciser,LG-202603-000171,Telecom,Recharge,0.893,AUTO,1,40250.0,2026-2026,OUI
Biscuit de lights (bégui),biscuit lights,biscuit_lighits_begui,Biscuit de lighits (bégui),LG-202603-000137,Alimentation,Biscuits,0.882,AUTO,1,32667.0,2026-2026,OUI
Papier des Imprimés desentêtes ministres,papier imprimés desentêtes ministres,papier_imprimes_entetes_ministres,Papier des Imprimés des entêtes ministres,LG-202603-001073,Fournitures bureau,Papier,0.882,AUTO,1,25250.0,2026-2026,OUI
Chemis à sangle,chemis sangle,chemise_sangle,Chemise à sangle,LG-202603-000369,Textile,Chemise,0.875,AUTO,1,32500.0,2024-2024,OUI
Imprimes Comptabilité-Matière,imprimes comptabilité matière,imprimes_comptabilite-matiere,Imprimés Comptabilité-Matière,LG-202603-000853,Informatique,Imprimante,0.871,AUTO,6,8695.833333333334,2023-2024,OUI
Douilles B22 (plastiques)(25 unités) ou boullonnette,douilles boullonnette,douilles_b22_plastiques_25_unites_ouboullonnette,Douilles B22 (plastiques)(25 unités) ouboullonnette,LG-202603-000552,Plastiques et emballages,Plastique,0.87,AUTO,1,11800.0,2026-2026,OUI
Papier Listing Blanc 1 ExZone,papier listing blanc exzone,papier_listing_blanc_1_ex_zone,Papier Listing Blanc 1 Ex Zone,LG-202603-001082,Fournitures bureau,Papier,0.867,AUTO,1,80250.0,2026-2026,OUI
Coudières (hand-ball) standard,coudières standard,coudiere_hand-ball_xs,Coudière (hand-ball) XS standard,LG-202603-000496,Sport,Coudière,0.857,AUTO,4,8958.5,2026-2026,OUI
Chaussette pour footballeur (Bas) en coton,chaussette footballeur coton,chaussette_footballeur_bas,Chaussette pour footballeur (Bas),LG-202603-000351,Textile,Chaussette,0.857,AUTO,1,6833.0,2026-2026,OUI
